Employee_ID,Department,Job_Title,productivity_score,engagement_score,risk_score,swot_category,outlier,anomaly_level
904,Sales,Specialist,1.7,0.93,,Opportunity,0,Low
905,Sales,Manager,2.1,1.2,,Opportunity,0,Low
906,Customer Support,Specialist,0.89,2.21,,Opportunity,1,High
907,Engineering,Analyst,2.06,3.24,,Opportunity,0,Low
908,Legal,Specialist,2.3,2.37,,Opportunity,0,Low
909,Operations,Engineer,1.04,0.01,,Weakness,1,High
910,Sales,Developer,1.24,2.53,,Opportunity,0,Medium
911,Operations,Developer,1.8,0.45,,Opportunity,0,Low
912,IT,Consultant,2.37,1.59,,Opportunity,0,Low
913,Customer Support,Developer,1.88,0.35,,Opportunity,0,Medium
914,Sales,Engineer,1.76,2.33,,Opportunity,0,Medium
915,Engineering,Technician,1.13,2.63,,Opportunity,0,Low
916,Legal,Technician,2.0,1.58,,Opportunity,0,Low
917,Operations,Developer,1.83,0.0,,Opportunity,1,High
918,Marketing,Engineer,1.83,3.5,,Opportunity,0,Medium
919,Engineering,Analyst,1.53,1.26,,Opportunity,0,Low
920,Finance,Developer,1.77,1.5,,Opportunity,0,Low
921,Finance,Manager,1.98,1.82,,Opportunity,0,Low
922,Finance,Engineer,1.29,1.77,,Opportunity,0,Low
923,IT,Engineer,1.09,1.47,,Opportunity,0,Low
924,Customer Support,Technician,1.43,2.58,,Opportunity,0,Medium
925,Marketing,Consultant,2.5,1.35,,Opportunity,0,Low
926,Engineering,Developer,1.84,2.48,,Opportunity,0,Low
927,IT,Specialist,2.19,0.54,,Opportunity,0,Low
928,Operations,Technician,2.53,0.89,,Opportunity,0,Low
929,Operations,Developer,0.99,2.72,,Opportunity,0,Low
930,Engineering,Specialist,1.92,2.54,,Opportunity,0,Low
931,Sales,Technician,2.07,1.5,,Opportunity,0,Low
932,Sales,Engineer,2.2,2.82,,Opportunity,0,Low
933,Engineering,Engineer,2.24,2.62,,Opportunity,0,Low
934,Engineering,Consultant,1.92,1.15,,Opportunity,0,Low
935,IT,Manager,1.73,1.17,,Opportunity,0,Low
936,Finance,Developer,2.31,3.42,,Opportunity,1,High
937,Engineering,Consultant,1.75,1.68,,Opportunity,0,Low
938,Legal,Technician,2.1,2.3,,Opportunity,0,Low
939,Engineering,Analyst,2.5,1.86,,Opportunity,0,Low
940,IT,Consultant,1.72,0.59,,Opportunity,0,Low
941,Legal,Analyst,1.42,1.61,,Opportunity,0,Low
942,HR,Manager,1.97,1.84,,Opportunity,0,Low
943,Operations,Specialist,0.85,2.17,,Opportunity,0,Medium
944,IT,Specialist,1.07,2.44,,Opportunity,0,Medium
945,HR,Technician,1.67,0.98,,Opportunity,0,Low
946,HR,Technician,1.23,0.92,,Weakness,0,Low
947,Legal,Consultant,1.38,0.84,,Weakness,0,Low
948,Operations,Consultant,1.78,1.47,,Opportunity,0,Low
949,Operations,Developer,1.46,1.45,,Opportunity,0,Low
950,IT,Manager,2.22,1.94,,Opportunity,0,Low
951,Finance,Specialist,1.18,1.45,,Opportunity,0,Medium
952,Engineering,Analyst,1.39,1.59,,Opportunity,0,Low
953,Operations,Manager,1.06,2.28,,Opportunity,0,Low
954,Sales,Technician,2.51,2.93,,Opportunity,0,Medium
955,Marketing,Developer,2.65,2.15,,Opportunity,0,Low
956,Customer Support,Engineer,1.39,0.8,,Weakness,0,Low
957,Operations,Engineer,1.58,2.4,,Opportunity,0,Low
958,Marketing,Engineer,1.72,3.52,,Opportunity,1,High
959,Marketing,Engineer,1.31,1.54,,Opportunity,0,Low
960,IT,Technician,2.16,2.05,,Opportunity,0,Low
961,Engineering,Specialist,2.31,2.66,,Opportunity,0,Low
962,Marketing,Engineer,1.71,0.89,,Opportunity,0,Low
963,Legal,Technician,2.07,0.76,,Opportunity,0,Low
964,HR,Consultant,2.23,0.45,,Opportunity,0,Low
965,Engineering,Specialist,1.25,0.24,,Weakness,0,Low
966,Engineering,Analyst,2.76,2.61,,Opportunity,1,High
967,Operations,Engineer,1.65,2.04,,Opportunity,0,Low
968,Customer Support,Engineer,2.11,0.43,,Opportunity,0,Low
969,Finance,Technician,1.95,0.23,,Opportunity,1,High
970,Finance,Engineer,1.51,1.2,,Opportunity,0,Low
971,HR,Manager,2.08,2.38,,Opportunity,0,Medium
972,Finance,Engineer,1.85,0.55,,Opportunity,0,Low
973,IT,Engineer,1.9,2.92,,Opportunity,0,Low
974,IT,Specialist,1.86,0.85,,Opportunity,0,Low
975,Sales,Manager,2.55,2.14,,Opportunity,0,Low
976,IT,Engineer,2.01,1.99,,Opportunity,0,Low
977,Engineering,Manager,2.27,2.58,,Opportunity,0,Low
978,Customer Support,Technician,1.62,0.0,,Opportunity,0,Medium
979,Customer Support,Specialist,2.63,0.11,,Opportunity,1,High
980,Engineering,Consultant,2.17,3.03,,Opportunity,0,Low
981,Operations,Technician,2.1,0.82,,Opportunity,0,Low
982,HR,Engineer,1.86,3.17,,Opportunity,0,Medium
983,Sales,Manager,1.01,1.28,,Opportunity,0,Low
984,Sales,Consultant,1.28,0.2,,Weakness,1,High
985,Marketing,Technician,2.48,2.01,,Opportunity,0,Low
986,IT,Developer,1.55,2.24,,Opportunity,0,Medium
987,Engineering,Consultant,2.17,1.77,,Opportunity,0,Low
988,Marketing,Engineer,2.1,2.59,,Opportunity,0,Low
989,Customer Support,Technician,1.3,2.37,,Opportunity,0,Low
990,Operations,Technician,1.69,0.91,,Opportunity,1,High
991,IT,Manager,1.99,2.82,,Opportunity,0,Low
992,Marketing,Technician,1.87,1.84,,Opportunity,0,Low
993,Marketing,Developer,1.55,1.42,,Opportunity,0,Low
994,Operations,Specialist,1.98,2.89,,Opportunity,0,Low
995,HR,Manager,1.82,2.93,,Opportunity,0,Low
996,IT,Engineer,1.95,0.92,,Opportunity,0,Low
997,IT,Analyst,1.76,2.44,,Opportunity,0,Low
998,Engineering,Developer,2.2,2.13,,Opportunity,0,Low
999,Legal,Consultant,1.44,2.2,,Opportunity,0,Low
1000,HR,Analyst,0.97,1.57,,Opportunity,1,High
