Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned,productivity_score,engagement_score,risk_score,work_life_balance_score,tenure_factor,cluster,swot_category,outlier,attrition_probability,attrition_risk_level
265,Marketing,Other,26,Engineer,2021-07-02 08:03:05.556036,3,PhD,4,8400.0,35,46,2,11,100,3,81,0,3.98,False,2.28,1.64,,5,2,0,Opportunity,0,0.09734094071592748,Very Low
266,IT,Female,34,Technician,2017-12-14 08:03:05.556036,6,PhD,5,5250.0,40,24,17,6,0,5,4,0,4.18,False,2.19,0.4,,3,4,3,Opportunity,0,0.09630762319483693,Very Low
267,Finance,Male,31,Developer,2015-11-06 08:03:05.556036,8,Bachelor,1,5500.0,38,29,24,10,25,15,76,0,3.39,False,1.01,1.5,,3,4,1,Weakness,0,0.1018619113037821,Low
268,IT,Female,54,Manager,2017-07-12 08:03:05.556036,7,Bachelor,2,7200.0,59,6,11,1,100,17,32,2,4.08,False,1.22,2.7,,4,4,0,Opportunity,0,0.10045323413365251,Low
269,Operations,Male,39,Technician,2024-07-01 08:03:05.556036,0,High School,2,4200.0,50,23,29,9,75,9,69,2,4.5,True,1.34,2.72,,2,1,2,Opportunity,0,0.10039749699371013,Low
270,IT,Female,52,Manager,2016-12-04 08:03:05.556036,7,Bachelor,3,7800.0,39,4,20,2,0,9,57,0,1.54,False,1.4,1.56,,3,4,3,Opportunity,0,0.102076412207211,Low
271,Sales,Male,39,Specialist,2021-02-05 08:03:05.556036,3,Bachelor,3,5850.0,39,40,22,6,0,8,19,0,1.52,False,1.74,0.1,,3,2,1,Weakness,0,0.10079419992122111,Low
272,Operations,Male,31,Consultant,2015-12-11 08:03:05.556036,8,Master,1,6050.0,57,25,19,5,0,14,25,0,3.33,False,1.02,0.83,,3,4,1,Weakness,0,0.10168180335324749,Low
273,Marketing,Female,44,Manager,2015-02-11 08:03:05.556036,9,Bachelor,5,9000.0,35,18,28,3,75,8,5,2,2.63,False,2.12,1.41,,2,4,3,Opportunity,0,0.09831609063332127,Very Low
274,Operations,Other,25,Engineer,2015-09-23 08:03:05.556036,8,Bachelor,1,6600.0,58,30,23,10,50,1,33,1,4.21,False,0.99,1.13,,3,4,1,Weakness,0,0.10097095610734082,Low
275,IT,Male,26,Technician,2022-09-22 08:03:05.556036,1,Bachelor,4,4900.0,33,21,8,7,75,8,12,0,2.64,False,1.72,0.08,,4,1,2,Opportunity,0,0.09848182816097756,Very Low
276,Marketing,Male,56,Consultant,2023-01-08 08:03:05.556036,1,Bachelor,4,7700.0,59,19,25,5,25,14,53,2,4.9,False,2.07,2.92,,3,1,2,Opportunity,0,0.09809575514349175,Very Low
277,Engineering,Male,27,Engineer,2023-07-18 08:03:05.556036,1,PhD,4,8400.0,42,2,15,2,100,8,74,2,1.53,False,1.77,2.98,,4,1,2,Opportunity,0,0.10143127139161272,Low
278,Legal,Female,59,Consultant,2020-08-12 08:03:05.556036,4,Bachelor,3,7150.0,55,19,20,11,50,15,66,0,1.84,False,1.46,0.73,,3,3,1,Weakness,0,0.10187761261234612,Low
279,Operations,Male,34,Developer,2019-02-02 08:03:05.556036,5,Bachelor,3,6500.0,44,0,19,0,25,7,48,1,1.9,False,1.41,2.17,,3,3,3,Opportunity,0,0.1018447590033004,Low
280,Customer Support,Male,54,Consultant,2016-08-31 08:03:05.556036,8,Bachelor,2,6600.0,56,6,13,7,75,1,49,2,3.92,False,1.06,2.33,,4,4,0,Opportunity,0,0.10078719391863641,Low
281,Sales,Female,57,Analyst,2019-02-16 08:03:05.556036,5,Bachelor,1,4400.0,51,15,15,13,25,19,36,0,2.5,False,0.57,-0.1,,4,3,1,Weakness,0,0.10258978329703644,Low
282,Engineering,Female,43,Consultant,2014-10-23 08:03:05.556036,9,Bachelor,5,8250.0,33,20,5,2,75,14,42,0,3.06,True,2.31,1.56,,5,4,0,Opportunity,0,0.09748024224493852,Very Low
283,Customer Support,Male,36,Engineer,2023-05-01 08:03:05.556036,1,Bachelor,3,7800.0,55,10,23,0,100,7,45,2,4.79,False,1.71,3.32,,3,1,2,Opportunity,0,0.0991242301154021,Very Low
284,IT,Female,41,Technician,2018-06-18 08:03:05.556036,6,High School,4,4900.0,53,45,24,1,50,19,75,2,3.91,False,2.65,3.73,,3,4,3,Opportunity,1,0.09861970747433928,Very Low
285,Marketing,Female,38,Manager,2021-08-28 08:03:05.556036,3,High School,3,7800.0,40,49,29,2,25,14,66,2,4.85,False,2.3,3.61,,2,2,3,Opportunity,1,0.09826168871207537,Very Low
286,HR,Female,40,Manager,2023-12-06 08:03:05.556036,0,Bachelor,1,6600.0,59,24,1,14,50,8,2,1,1.65,True,0.57,-0.79,,5,1,1,Weakness,1,0.10263068090138232,Low
287,HR,Female,22,Consultant,2023-01-29 08:03:05.556036,1,High School,4,7700.0,58,19,25,9,100,15,58,2,3.36,False,1.9,2.16,,3,1,2,Opportunity,0,0.09963570600636006,Very Low
288,Finance,Male,34,Analyst,2015-08-08 08:03:05.556036,9,Bachelor,5,6000.0,50,37,21,6,0,14,66,0,4.91,False,2.68,2.13,,3,4,3,Opportunity,0,0.09644567879380107,Very Low
289,Operations,Female,58,Manager,2015-11-01 08:03:05.556036,8,Master,5,9000.0,32,30,27,8,25,5,94,2,1.96,False,2.41,2.84,,2,4,3,Opportunity,0,0.09973295212605175,Very Low
290,Legal,Male,42,Analyst,2019-12-22 08:03:05.556036,4,High School,4,5600.0,43,24,23,7,0,1,5,0,2.29,True,1.77,-0.18,,3,3,1,Weakness,0,0.0993666120868953,Very Low
291,Engineering,Male,40,Consultant,2016-03-09 08:03:05.556036,8,High School,4,7700.0,51,44,23,5,25,19,88,2,3.49,False,2.52,3.45,,3,4,3,Opportunity,0,0.09912626169549044,Very Low
292,Sales,Male,56,Analyst,2021-02-06 08:03:05.556036,3,Bachelor,3,5200.0,31,25,29,1,100,3,46,1,2.26,False,1.74,2.09,,2,2,3,Opportunity,1,0.1008590406075899,Low
293,Sales,Male,51,Developer,2017-10-27 08:03:05.556036,6,High School,3,6500.0,47,39,27,12,0,3,33,0,4.16,False,1.69,0.36,,2,4,3,Opportunity,0,0.09867519174120509,Very Low
294,Operations,Female,22,Consultant,2016-08-10 08:03:05.556036,8,PhD,4,7700.0,55,14,9,3,25,2,2,2,2.74,False,1.79,1.36,,4,4,0,Opportunity,0,0.09913125279517142,Very Low
295,Sales,Male,48,Specialist,2021-04-23 08:03:05.556036,3,Bachelor,4,6300.0,36,0,25,1,50,19,39,0,1.39,False,1.63,1.2,,3,2,2,Opportunity,0,0.1011848375588097,Low
296,HR,Female,40,Consultant,2022-02-12 08:03:05.556036,2,High School,3,7150.0,56,10,29,13,50,15,21,2,3.99,False,1.17,0.9,,2,2,1,Weakness,0,0.0997429254712872,Very Low
297,Operations,Female,36,Consultant,2020-03-07 08:03:05.556036,4,Master,4,7700.0,34,39,8,4,0,11,35,1,3.34,True,2.22,1.71,,4,3,0,Opportunity,0,0.0977915650594109,Very Low
298,Customer Support,Female,30,Analyst,2023-02-18 08:03:05.556036,1,PhD,1,4400.0,34,36,1,0,75,9,76,0,4.39,False,1.47,3.0,,5,1,2,Opportunity,0,0.09996113782080002,Very Low
299,Engineering,Other,22,Engineer,2017-02-27 08:03:05.556036,7,Bachelor,2,7200.0,51,40,6,14,50,16,92,1,5.0,False,1.55,2.3,,4,4,0,Opportunity,0,0.09905342892103935,Very Low
300,Finance,Female,53,Technician,2023-06-29 08:03:05.556036,1,Bachelor,2,4200.0,45,6,23,12,100,9,23,1,2.5,False,0.71,0.2,,3,1,1,Weakness,0,0.10182567627114877,Low
301,Marketing,Male,34,Developer,2021-09-16 08:03:05.556036,2,Master,2,6000.0,33,49,7,11,25,6,68,0,4.69,False,1.64,1.5,,4,2,2,Opportunity,0,0.09839224719013931,Very Low
302,Customer Support,Female,23,Developer,2018-08-13 08:03:05.556036,6,Master,5,7500.0,55,36,17,9,75,10,62,1,3.37,False,2.51,1.77,,3,4,3,Opportunity,0,0.0979762859662778,Very Low
303,Sales,Female,57,Analyst,2019-08-05 08:03:05.556036,5,Bachelor,5,6000.0,57,40,17,12,100,13,19,2,2.01,False,2.3,0.48,,3,3,3,Opportunity,0,0.09876338651059292,Very Low
304,Operations,Male,24,Consultant,2015-12-29 08:03:05.556036,8,Master,1,6050.0,51,43,5,11,25,18,94,0,1.21,False,1.25,1.28,,5,4,0,Opportunity,0,0.10374064120379228,Low
305,Engineering,Male,46,Analyst,2021-02-16 08:03:05.556036,3,Bachelor,1,4400.0,31,0,5,1,100,7,20,1,4.98,False,0.66,2.12,,5,2,1,Weakness,1,0.09956938636583093,Very Low
306,Legal,Female,51,Developer,2020-04-25 08:03:05.556036,4,Bachelor,5,7500.0,51,11,21,14,50,7,77,1,3.65,False,1.97,1.59,,3,3,3,Opportunity,0,0.09845108531904981,Very Low
307,Engineering,Female,46,Technician,2017-08-26 08:03:05.556036,7,Bachelor,1,3850.0,40,23,17,14,25,18,26,1,2.97,True,0.6,0.14,,3,4,1,Weakness,0,0.10164663321861679,Low
308,Sales,Female,58,Analyst,2021-10-01 08:03:05.556036,2,Master,1,4400.0,35,29,28,13,25,2,30,0,3.65,False,0.75,0.04,,2,2,1,Weakness,1,0.10102461259961282,Low
309,Marketing,Female,24,Manager,2016-01-13 08:03:05.556036,8,Bachelor,2,7200.0,45,35,4,1,0,19,53,0,1.11,False,1.62,1.48,,5,4,0,Opportunity,0,0.10237277407250836,Low
310,Marketing,Female,35,Consultant,2019-04-29 08:03:05.556036,5,Bachelor,2,6600.0,55,19,1,9,100,14,76,2,2.32,False,1.24,2.36,,5,3,0,Opportunity,0,0.1020634242228165,Low
311,Finance,Female,46,Developer,2022-10-07 08:03:05.556036,1,Master,3,6500.0,49,15,5,9,100,16,84,2,3.45,False,1.55,2.84,,5,1,2,Opportunity,0,0.1001190488088693,Low
312,Customer Support,Male,34,Engineer,2021-04-07 08:03:05.556036,3,High School,3,7800.0,54,26,29,9,100,6,57,0,2.21,False,1.62,0.85,,2,2,3,Opportunity,0,0.1014845774449387,Low
313,Customer Support,Male,47,Consultant,2019-06-02 08:03:05.556036,5,Master,1,6050.0,35,0,26,12,50,9,90,0,4.23,False,0.52,1.81,,2,3,1,Weakness,0,0.1018474496503406,Low
314,Engineering,Male,54,Analyst,2023-11-19 08:03:05.556036,0,High School,4,5600.0,41,11,1,0,25,1,84,0,1.18,True,2.01,2.4,,5,1,2,Opportunity,0,0.10113349073217863,Low
315,Sales,Female,43,Manager,2021-04-01 08:03:05.556036,3,High School,2,7200.0,51,5,25,2,0,2,57,2,1.42,True,1.13,2.53,,3,2,2,Opportunity,0,0.10374632159869679,Low
316,Sales,Male,42,Analyst,2023-09-19 08:03:05.556036,0,High School,4,5600.0,50,9,14,1,0,15,71,2,1.22,False,1.94,2.96,,4,1,2,Opportunity,0,0.10170841304907602,Low
317,Operations,Male,23,Consultant,2019-07-14 08:03:05.556036,5,Master,2,6600.0,44,29,6,12,100,5,28,2,2.09,False,1.1,0.72,,4,3,1,Weakness,0,0.10128370711184713,Low
318,Finance,Female,27,Engineer,2015-11-01 08:03:05.556036,8,Bachelor,1,6600.0,60,36,13,9,75,19,66,0,2.49,False,1.19,1.15,,4,4,1,Weakness,0,0.10269440023265207,Low
319,Sales,Female,22,Engineer,2016-07-17 08:03:05.556036,8,High School,3,7800.0,36,20,1,9,50,16,52,1,3.48,False,1.47,1.54,,5,4,0,Opportunity,0,0.09906340466031731,Very Low
320,Sales,Female,45,Engineer,2017-06-19 08:03:05.556036,7,Bachelor,3,7800.0,60,13,4,6,100,19,34,1,4.7,False,1.54,1.78,,5,4,0,Opportunity,0,0.09846079669548206,Very Low
321,Finance,Female,36,Specialist,2020-10-19 08:03:05.556036,3,High School,1,4950.0,34,5,26,2,100,16,41,1,3.53,False,0.75,2.16,,2,2,3,Opportunity,0,0.10188800217256896,Low
322,Engineering,Female,23,Consultant,2016-08-29 08:03:05.556036,8,Master,1,6050.0,41,7,0,12,75,18,37,1,4.67,False,0.5,1.09,,5,4,1,Weakness,0,0.09996494776409869,Very Low
323,IT,Male,26,Manager,2021-05-12 08:03:05.556036,3,High School,5,9000.0,36,30,9,10,0,7,3,1,1.62,False,2.05,-0.27,,4,2,1,Weakness,0,0.09837088525461067,Very Low
324,Marketing,Female,34,Consultant,2018-06-23 08:03:05.556036,6,High School,1,6050.0,52,6,21,14,75,18,58,2,1.59,False,0.43,1.1,,3,4,1,Weakness,0,0.10437926491076528,Low
325,Finance,Male,24,Analyst,2018-08-25 08:03:05.556036,6,High School,4,5600.0,39,15,15,10,75,16,87,1,2.74,False,1.79,2.11,,4,4,0,Opportunity,0,0.09990102300343386,Very Low
326,HR,Male,57,Developer,2023-11-25 08:03:05.556036,0,Bachelor,4,7000.0,30,24,9,9,100,5,74,2,3.21,False,1.91,2.53,,4,1,2,Opportunity,0,0.0987304113271214,Very Low
327,Finance,Female,46,Consultant,2016-06-14 08:03:05.556036,8,Bachelor,4,7700.0,57,21,11,8,25,18,65,2,3.89,False,2.0,2.6,,4,4,0,Opportunity,0,0.09872198537716045,Very Low
328,Finance,Female,22,Developer,2020-08-17 08:03:05.556036,4,High School,5,7500.0,52,8,19,2,25,7,42,0,4.75,False,2.25,1.99,,3,3,3,Opportunity,0,0.096957621299666,Very Low
329,Legal,Other,53,Consultant,2017-10-22 08:03:05.556036,6,Bachelor,2,6600.0,59,15,21,10,100,5,42,1,1.93,False,1.03,0.78,,3,4,1,Weakness,0,0.10274599200528475,Low
330,Operations,Female,27,Specialist,2022-09-27 08:03:05.556036,1,High School,4,6300.0,38,21,4,9,25,11,26,2,3.45,False,1.74,1.39,,5,1,2,Opportunity,0,0.09798907972764039,Very Low
331,Marketing,Other,34,Consultant,2016-01-17 08:03:05.556036,8,Bachelor,5,8250.0,58,25,11,7,25,12,4,0,3.33,False,2.22,0.06,,4,4,0,Opportunity,0,0.09735473443644563,Very Low
332,HR,Female,50,Technician,2019-04-12 08:03:05.556036,5,High School,4,4900.0,39,46,0,7,75,6,3,1,4.09,False,2.18,0.72,,5,3,0,Opportunity,0,0.09635910901675171,Very Low
333,Operations,Female,31,Engineer,2022-02-10 08:03:05.556036,2,High School,4,8400.0,34,46,1,9,100,11,68,1,3.28,False,2.28,1.9,,5,2,0,Opportunity,0,0.0978777121012063,Very Low
334,Operations,Male,38,Technician,2016-02-25 08:03:05.556036,8,PhD,2,4200.0,51,9,28,1,0,15,45,2,1.74,False,1.2,2.44,,2,4,3,Opportunity,0,0.10326102452127435,Low
335,Finance,Female,33,Consultant,2022-09-30 08:03:05.556036,1,High School,5,8250.0,51,2,4,1,75,15,86,1,2.71,False,2.26,3.2,,5,1,2,Opportunity,0,0.09926063458785427,Very Low
336,IT,Female,28,Consultant,2021-11-12 08:03:05.556036,2,Master,2,6600.0,50,26,6,8,75,12,83,2,2.63,False,1.41,2.73,,4,2,2,Opportunity,0,0.10170404493581868,Low
337,Customer Support,Male,35,Engineer,2016-12-12 08:03:05.556036,7,High School,1,6600.0,48,4,0,3,100,16,26,1,4.64,False,0.74,1.94,,5,4,0,Opportunity,0,0.10014585115882135,Low
338,Operations,Female,55,Developer,2017-02-07 08:03:05.556036,7,Master,1,5500.0,53,7,26,7,50,19,51,1,1.94,False,0.67,1.38,,2,4,3,Opportunity,0,0.10405729737055351,Low
339,Finance,Male,60,Specialist,2023-09-14 08:03:05.556036,0,Bachelor,3,5850.0,38,47,9,14,25,3,67,0,1.85,True,1.76,0.39,,4,1,2,Opportunity,0,0.10046185035505313,Low
340,Legal,Female,45,Specialist,2017-02-23 08:03:05.556036,7,Bachelor,4,6300.0,45,26,14,3,100,3,22,0,1.35,False,1.97,0.51,,4,4,0,Opportunity,0,0.10028245413802575,Low
341,Marketing,Male,43,Engineer,2023-02-15 08:03:05.556036,1,Master,1,6600.0,36,31,3,1,75,8,59,0,3.48,False,1.28,2.22,,5,1,2,Opportunity,0,0.10086435375627065,Low
342,Finance,Male,31,Manager,2024-08-28 08:03:05.556036,0,High School,2,7200.0,55,17,1,7,100,6,20,0,4.73,False,1.17,0.81,,5,1,1,Weakness,0,0.09883508239864036,Very Low
343,Finance,Female,29,Manager,2021-04-01 08:03:05.556036,3,Master,5,9000.0,50,39,11,1,25,16,6,1,3.11,False,2.62,1.3,,4,2,2,Opportunity,0,0.09718730661293175,Very Low
344,Customer Support,Female,27,Analyst,2020-09-25 08:03:05.556036,3,Bachelor,3,5200.0,52,20,1,6,0,17,86,0,3.92,False,1.77,2.38,,5,2,0,Opportunity,0,0.09940114831680304,Very Low
345,Operations,Female,56,Developer,2022-09-09 08:03:05.556036,1,Bachelor,4,7000.0,36,15,16,13,25,19,36,0,2.15,True,1.49,-0.19,,3,1,1,Weakness,0,0.09969925858470316,Very Low
346,Operations,Female,58,Analyst,2017-11-17 08:03:05.556036,6,Bachelor,3,5200.0,46,15,19,10,75,1,73,0,2.72,False,1.44,1.25,,3,4,3,Opportunity,0,0.1009278034237541,Low
347,HR,Female,54,Analyst,2019-04-05 08:03:05.556036,5,Bachelor,3,5200.0,50,15,9,3,100,4,97,2,3.72,False,1.81,3.98,,4,3,0,Opportunity,0,0.10019432116624001,Low
348,HR,Male,48,Consultant,2021-05-14 08:03:05.556036,3,Master,3,7150.0,39,7,28,0,75,2,57,0,1.14,False,1.51,1.71,,2,2,3,Opportunity,0,0.10266515966782745,Low
349,Sales,Male,31,Technician,2017-06-08 08:03:05.556036,7,Bachelor,4,4900.0,56,19,15,0,0,15,81,1,2.53,False,2.24,3.16,,4,4,0,Opportunity,0,0.10040653420689716,Low
350,Engineering,Female,43,Manager,2020-04-18 08:03:05.556036,4,Bachelor,2,7200.0,59,41,17,13,75,3,9,0,2.02,False,1.26,-0.9,,3,3,1,Weakness,1,0.10139794580987456,Low
351,IT,Female,26,Developer,2020-09-11 08:03:05.556036,3,Bachelor,4,7000.0,55,44,23,3,50,6,89,2,3.08,False,2.6,3.62,,3,2,2,Opportunity,1,0.09964711466625646,Very Low
352,HR,Male,43,Engineer,2019-01-03 08:03:05.556036,5,Bachelor,1,6600.0,54,10,27,4,75,5,32,0,4.88,False,0.86,1.52,,2,3,3,Opportunity,0,0.10073781913117333,Low
353,Legal,Female,25,Specialist,2022-02-13 08:03:05.556036,2,Bachelor,3,5850.0,34,3,18,5,0,4,68,2,4.37,False,1.4,3.17,,3,2,2,Opportunity,0,0.09931621255979885,Very Low
354,Legal,Female,44,Analyst,2022-09-19 08:03:05.556036,1,Bachelor,2,4800.0,55,15,18,13,0,13,41,1,3.33,False,0.96,0.73,,3,1,1,Weakness,0,0.10109564023297428,Low
355,Customer Support,Male,46,Technician,2020-07-16 08:03:05.556036,4,Bachelor,5,5250.0,50,18,15,9,0,5,11,1,4.78,False,2.07,0.85,,4,3,0,Opportunity,0,0.09617571151205422,Very Low
356,HR,Female,27,Developer,2020-07-31 08:03:05.556036,4,High School,1,5500.0,54,10,14,0,0,8,94,2,2.31,False,1.12,3.93,,4,3,0,Opportunity,1,0.10393553325927457,Low
357,Operations,Female,53,Specialist,2022-01-25 08:03:05.556036,2,High School,4,6300.0,34,6,23,6,100,8,63,2,2.89,True,1.68,2.55,,3,2,2,Opportunity,0,0.0998490738676532,Very Low
358,Sales,Female,32,Technician,2022-03-25 08:03:05.556036,2,Bachelor,5,5250.0,43,28,10,11,100,3,90,0,3.62,False,2.37,1.78,,4,2,2,Opportunity,0,0.09769226074350786,Very Low
359,Operations,Male,36,Technician,2018-12-02 08:03:05.556036,5,High School,3,4550.0,44,39,24,12,100,15,35,1,4.75,False,1.71,1.06,,3,3,3,Opportunity,0,0.0980147396387303,Very Low
360,Finance,Male,52,Consultant,2023-03-11 08:03:05.556036,1,High School,2,6600.0,38,12,7,13,50,15,10,2,3.55,False,0.74,0.51,,4,1,1,Weakness,0,0.09985770976850711,Very Low
361,HR,Male,50,Engineer,2023-08-27 08:03:05.556036,1,High School,2,7200.0,54,42,26,12,25,6,42,1,3.92,False,1.46,1.03,,2,1,2,Opportunity,0,0.10011941879416003,Low
362,Sales,Female,38,Specialist,2016-06-11 08:03:05.556036,8,High School,4,6300.0,40,21,25,10,50,16,91,1,1.07,False,1.86,1.79,,3,4,3,Opportunity,0,0.1018168705025893,Low
363,IT,Female,30,Specialist,2022-01-20 08:03:05.556036,2,Master,5,6750.0,45,6,13,0,75,12,92,2,1.82,False,2.32,3.76,,4,2,2,Opportunity,0,0.10033823804282911,Low
364,Customer Support,Female,37,Engineer,2024-08-18 08:03:05.556036,0,High School,5,9000.0,47,2,8,8,25,9,37,1,2.64,True,1.84,1.08,,4,1,2,Opportunity,0,0.0986839457282873,Very Low
365,Legal,Male,40,Technician,2022-01-12 08:03:05.556036,2,High School,3,4550.0,32,3,24,2,75,7,98,1,3.42,True,1.56,3.56,,3,2,2,Opportunity,1,0.1007445985372824,Low
366,Marketing,Male,45,Manager,2021-06-16 08:03:05.556036,3,Bachelor,3,7800.0,48,39,18,9,0,18,0,2,3.26,False,1.66,0.69,,3,2,2,Opportunity,0,0.09903377038414506,Very Low
367,Marketing,Female,42,Technician,2019-02-03 08:03:05.556036,5,Bachelor,1,3850.0,42,10,23,5,25,4,28,2,1.03,False,0.64,1.33,,3,3,1,Weakness,0,0.10431942622062412,Low
368,Marketing,Male,39,Manager,2017-11-14 08:03:05.556036,6,Master,4,8400.0,43,17,8,11,100,1,74,0,3.68,False,1.8,1.4,,4,4,0,Opportunity,0,0.0985650289153568,Very Low
369,Legal,Female,28,Engineer,2016-01-22 08:03:05.556036,8,Master,3,7800.0,58,11,15,6,100,7,54,0,4.31,False,1.55,1.68,,4,4,0,Opportunity,0,0.0993700216685019,Very Low
370,HR,Other,30,Manager,2015-04-09 08:03:05.556036,9,Master,4,8400.0,44,21,10,12,50,8,88,2,3.17,True,1.87,2.49,,4,4,0,Opportunity,0,0.09936120725261255,Very Low
371,Engineering,Male,32,Consultant,2017-12-28 08:03:05.556036,6,Bachelor,3,7150.0,34,14,2,2,0,9,80,0,2.96,False,1.67,2.49,,5,4,0,Opportunity,0,0.1000429950654588,Low
372,Customer Support,Male,50,Specialist,2017-10-10 08:03:05.556036,6,Bachelor,5,6750.0,47,49,12,1,0,3,27,1,2.69,False,2.83,1.72,,4,4,0,Opportunity,0,0.09759967337326762,Very Low
373,Customer Support,Female,27,Specialist,2017-03-28 08:03:05.556036,7,PhD,1,4950.0,57,19,3,7,25,3,0,0,4.99,False,0.82,0.37,,5,4,1,Weakness,0,0.09933406114393359,Very Low
374,IT,Female,32,Manager,2024-04-04 08:03:05.556036,0,Bachelor,3,7800.0,49,17,25,13,100,16,7,1,1.29,True,1.12,-0.63,,3,1,1,Weakness,1,0.10175987391756239,Low
375,Operations,Female,37,Manager,2015-06-03 08:03:05.556036,9,High School,4,8400.0,43,18,16,10,50,5,11,0,2.38,False,1.6,-0.38,,3,4,1,Weakness,0,0.09925671959666646,Very Low
376,HR,Female,43,Analyst,2016-05-14 08:03:05.556036,8,Bachelor,1,4400.0,55,9,16,13,75,18,80,0,1.08,False,0.58,0.64,,3,4,1,Weakness,0,0.1049309454416044,Low
377,Finance,Male,28,Manager,2022-04-10 08:03:05.556036,2,High School,2,7200.0,35,12,1,14,75,13,7,2,3.76,False,0.69,0.37,,5,2,1,Weakness,1,0.09935288345557114,Very Low
378,Engineering,Female,33,Developer,2015-05-11 08:03:05.556036,9,Bachelor,4,7000.0,57,49,28,2,75,14,29,0,3.35,True,2.53,1.31,,2,4,3,Opportunity,1,0.09856977868684286,Very Low
379,Sales,Female,53,Engineer,2019-01-03 08:03:05.556036,5,High School,1,6600.0,33,25,14,13,0,4,40,0,4.22,False,0.73,0.43,,4,3,1,Weakness,0,0.10019791054800734,Low
380,Customer Support,Female,44,Specialist,2019-01-17 08:03:05.556036,5,Bachelor,1,4950.0,41,14,10,5,75,9,87,2,2.49,False,0.94,3.17,,4,3,0,Opportunity,0,0.10309033993518567,Low
381,Operations,Female,26,Technician,2014-12-25 08:03:05.556036,9,High School,3,4550.0,33,40,25,1,0,14,43,2,3.79,False,2.04,2.9,,3,4,3,Opportunity,0,0.09893838394409128,Very Low
382,Customer Support,Male,42,Specialist,2016-12-25 08:03:05.556036,7,Master,1,4950.0,43,23,23,13,0,11,32,2,3.49,False,0.69,1.05,,3,4,1,Weakness,0,0.10151933235822365,Low
383,Marketing,Male,36,Specialist,2021-04-22 08:03:05.556036,3,Master,3,5850.0,55,12,12,3,25,3,58,1,4.11,False,1.66,2.6,,4,2,2,Opportunity,0,0.09951715577330611,Very Low
384,Engineering,Female,34,Developer,2021-10-23 08:03:05.556036,2,High School,3,6500.0,33,8,20,10,100,8,88,1,3.15,False,1.34,2.24,,3,2,2,Opportunity,0,0.10062358136666806,Low
385,Sales,Female,52,Manager,2020-06-21 08:03:05.556036,4,High School,3,7800.0,39,28,17,14,50,19,61,1,2.42,False,1.45,0.88,,3,3,1,Weakness,0,0.10057492301994458,Low
386,Operations,Male,31,Manager,2018-10-15 08:03:05.556036,5,High School,3,7800.0,42,11,23,4,25,11,31,1,4.62,False,1.48,1.93,,3,3,3,Opportunity,0,0.09869788725433182,Very Low
387,Sales,Male,26,Manager,2016-05-06 08:03:05.556036,8,High School,5,9000.0,32,37,11,14,50,9,64,1,2.21,False,2.24,0.9,,4,4,0,Opportunity,0,0.09835499067110236,Very Low
388,Operations,Female,43,Manager,2024-05-23 08:03:05.556036,0,PhD,2,7200.0,53,3,7,5,75,17,25,2,1.17,False,0.89,1.29,,4,1,2,Opportunity,0,0.10309356430174012,Low
389,Finance,Female,60,Technician,2020-01-07 08:03:05.556036,4,High School,4,4900.0,50,6,10,7,75,2,95,1,4.48,True,1.87,3.12,,4,3,0,Opportunity,0,0.0986142316956006,Very Low
390,IT,Female,23,Developer,2016-03-12 08:03:05.556036,8,High School,2,6000.0,44,36,14,9,50,7,89,2,2.82,False,1.54,2.8,,4,4,0,Opportunity,0,0.10145407597053596,Low
391,Engineering,Male,33,Manager,2016-01-27 08:03:05.556036,8,Bachelor,3,7800.0,32,11,20,4,50,12,76,2,3.72,False,1.56,3.33,,3,4,3,Opportunity,0,0.09990639830401046,Very Low
392,Finance,Male,25,Manager,2021-03-19 08:03:05.556036,3,High School,3,7800.0,43,33,11,3,25,2,85,0,1.65,False,1.97,2.16,,4,2,2,Opportunity,0,0.10146916816676545,Low
393,Finance,Male,35,Technician,2017-01-30 08:03:05.556036,7,Bachelor,3,4550.0,58,11,10,3,25,13,67,2,4.01,False,1.68,3.3,,4,4,0,Opportunity,0,0.0998360717187841,Very Low
394,Marketing,Female,31,Engineer,2014-10-13 08:03:05.556036,9,Master,4,8400.0,54,8,23,4,75,9,25,2,4.68,False,1.8,2.3,,3,4,3,Opportunity,0,0.09802777923385063,Very Low
395,IT,Female,34,Engineer,2020-01-31 08:03:05.556036,4,Bachelor,4,8400.0,35,2,5,0,0,17,19,2,3.15,True,1.68,2.26,,5,3,0,Opportunity,0,0.09863045521693664,Very Low
396,Customer Support,Female,39,Developer,2015-07-26 08:03:05.556036,9,High School,1,5500.0,58,4,20,11,25,3,97,1,2.44,False,0.68,2.16,,3,4,1,Weakness,0,0.10414381465772614,Low
397,Finance,Male,35,Developer,2020-10-14 08:03:05.556036,3,High School,4,7000.0,40,33,25,12,0,9,96,1,2.0,False,2.04,1.9,,3,2,2,Opportunity,0,0.10065353429050021,Low
